name,owners_with_asset_in_project,percent_of_owners_with_asset_in_project,percent_owned,project_floor,total_assets_owned,total_project_floor,total_num_owners,total_supply
Spatial X,1,0.11,50.0,0.9,1,0.9,150,2.0
Loot (for Punks),1,0.11,0.02,0.02,1,0.02,700,4058.0
Rally Series One,1,0.11,16.67,0.08,1,0.08,176,6.0
SpiroNFT,2,0.22,0.5,0.02,5,0.1,349,995.0
Through Avian Eyes (We Are Connected),1,0.11,33.33,0.25,2,0.5,2,6.0
The Bibiz,1,0.11,0.01,0.13,1,0.13,2907,6969.0
San Coiffure Ladies,1,0.11,0.9,0.0699,7,0.4893,412,777.0
Rich Ape Money Club,1,0.11,0.01,0.055,1,0.055,86,10000.0
0xMAYC Official,1,0.11,0.05,0.02,5,0.1,2876,10000.0
Afromask,1,0.11,0.98,0.5,1,0.5,68,102.0
Superlative Secret Society [Official],1,0.11,2.47,0.035,2,0.07,7,81.0
Tattoo Punks,1,0.11,3.33,0.05,1,0.05,7,30.0
CryptoKickers,1,0.11,0.23,2.69,1,2.69,182,429.0
SassyChimps,1,0.11,0.04,0.0,1,0.0,734,2702.0
ETHEREAL WORLDS by RajaNandepu,1,0.11,50.0,0.09,1,0.09,49,2.0
Roads to Somewhere,1,0.11,14.29,0.0,1,0.0,3,7.0
White Angels of Camargue by Iurie Belegurschi,2,0.22,7.5,1.0,3,3.0,19,40.0
Flow~States,1,0.11,12.5,0.292,1,0.292,3,8.0
Monika Bu,1,0.11,100.0,0.0,1,0.0,1,1.0
Horizons by Jay-Rness Ceria,1,0.11,4.55,0.25,1,0.25,10,22.0
Broslavskiy tattoo,1,0.11,12.5,0.2,1,0.2,7,8.0
Community Is Everything,1,0.11,20.0,0.15,1,0.15,2,5.0
Clementmorin Collection,1,0.11,100.0,2.0,1,2.0,10,1.0
HOLO PONO FOMO,1,0.11,1.79,6.9,1,6.9,43,56.0
0xUniverse: Galaxy Home (Ethereum),2,0.22,0.0,0.0,8,0.0,10739,402981.0
Kanati,1,0.11,3.28,0.6,2,1.2,32,61.0
Pix Puppies V1,1,0.11,0.17,0.03,1,0.03,236,599.0
T1M6 to BUIDL by x0r,1,0.11,100.0,3.33,1,3.33,84,1.0
Sweetheartz NFT,1,0.11,0.69,0.089,1,0.089,115,144.0
Reebok x NST2,1,0.11,0.33,0.2,1,0.2,217,300.0
Lushsux-VR001,1,0.11,0.98,0.35,1,0.35,64,102.0
blblba by Zyghjgrnsi,1,0.11,100.0,0.0,1,0.0,1,1.0
Mountview  Collection,1,0.11,100.0,0.0,1,0.0,1,1.0
The Junto Collection,1,0.11,100.0,0.0,2,0.0,1,2.0
The Verma Collection,1,0.11,100.0,0.0,1,0.0,1,1.0
Dragon Rascals (Official),1,0.11,0.76,0.01,6,0.06,124,789.0
paopao X Budweiser Royalty,1,0.11,0.45,0.02,2,0.04,363,445.0
T:ME X Budweiser Royalty,1,0.11,0.22,0.01,1,0.01,350,453.0
G-Babyz,1,0.11,1.85,0.0,1,0.0,6,54.0
White Rabbit by GATE,1,0.11,0.13,0.04,11,0.44,4284,8765.0
White Rabbit - PFP,1,0.11,0.34,0.000988,11,0.010868,1371,3200.0
Divine Wolves NFTs,1,0.11,0.05,0.01,2,0.02,2175,3800.0
Suga Squad,2,0.22,0.23,0.04,5,0.2,1240,2183.0
EARLY METABILLIONAIRE,1,0.11,0.18,0.18,1,0.18,514,563.0
The Vampire Game,1,0.11,0.1,0.0,2,0.0,311,2098.0
BadGrandmaIMX,1,0.11,25.0,0.0,1,0.0,4,4.0
Sk8Token,1,0.11,0.87,0.0,1,0.0,111,115.0
LAMOverse,1,0.11,0.07,0.05,2,0.1,532,2868.0
CorruptedToadz,1,0.11,0.14,0.11,1,0.11,98,696.0
HOODIES by JakNFT,1,0.11,1.01,0.75,1,0.75,82,99.0
FrenToadz by AffenBrot,1,0.11,1.27,0.05,1,0.05,43,79.0
ARTOFFICIAL2021,1,0.11,13.33,695.0,2,1390.0,13,15.0
Dinomonks,1,0.11,0.14,0.01,5,0.05,1454,3689.0
lukeabc,1,0.11,5.56,1.42,1,1.42,14,18.0
CB Hoyo's THIS IS NOT A JPEG,1,0.11,2.02,0.5,2,1.0,56,99.0
HatchDracoNFT,2,0.22,0.14,0.01,11,0.11,1660,8050.0
PixaTile,1,0.11,50.0,0.0,1,0.0,2,2.0
Leveling Up Heroes - Epic Tier,1,0.11,1.0,0.0,1,0.0,67,100.0
Shark Outlaw Squad,1,0.11,0.01,0.03,1,0.03,2416,7777.0
Pastel Dreaming,1,0.11,9.09,0.1,1,0.1,5,11.0
bysarahwanka,1,0.11,8.0,0.02,2,0.04,13,25.0
Art by Gabe Weis,1,0.11,1.87,0.29,2,0.58,592,107.0
The Seagull Finds His Talent,1,0.11,0.16,0.02,3,0.06,410,1865.0
Follow Cel Origin,1,0.11,1.32,0.05,1,0.05,60,76.0
| Ventures |,2,0.22,4.69,2.45,3,7.3500000000000005,47,64.0
Immortals Futbol Club,1,0.11,1.0,0.25,1,0.25,77,100.0
Baby Ape Mutant Club,1,0.11,0.08,0.01,5,0.05,3872,6666.0
Gamer Monkeys,1,0.11,0.43,0.0089,4,0.0356,166,928.0
Jailed Baby Ape Club,1,0.11,0.07,0.0,6,0.0,3600,8989.0
JAY PELLE - NFT COLLECTION,1,0.11,100.0,0.3,1,0.3,244,1.0
CryptoZombiez NFT,1,0.11,0.05,0.04,3,0.12,832,5555.0
Dark Horizon,1,0.11,0.01,0.02,1,0.02,2830,8686.0
The Greats by Wolfgang Beltracchi,1,0.11,0.04,0.25,1,0.25,352,2608.0
Polish2Space Golden Moments,1,0.11,0.18,0.07,1,0.07,243,567.0
Complex Grids,1,0.11,1.0,0.17,1,0.17,69,100.0
THE SOURCE CoDE by Ofir Liberman,1,0.11,0.74,0.29,1,0.29,91,135.0
NODES - by MS-DDOS & HOOX,1,0.11,0.1,0.06,1,0.06,451,1030.0
New Drip Alert,1,0.11,100.0,0.0,1,0.0,1,1.0
Flow by minimizer,1,0.11,1.99,0.09,3,0.27,84,151.0
DeSante Records,2,0.22,3.92,69.0,2,138.0,27,51.0
Creepz Invasion Mystery Box,1,0.11,4.55,0.1,1,0.1,52,22.0
Postdigital Metafesto,1,0.11,3.57,0.0,1,0.0,26,28.0
NFT Club Birthdays,1,0.11,25.0,42069.0,1,42069.0,4,4.0
GROUND-BREAKING Haitian Art,1,0.11,8.33,10.0,1,10.0,8,12.0
Boring Charity Dinner,2,0.22,4.0,2.0,2,4.0,40,50.0
Daughters of Rainbow NFT Collection,1,0.11,0.28,0.01,1,0.01,179,352.0
Creative Art Quest,1,0.11,0.17,0.04,1,0.04,221,600.0
Vegas Venture BAYC Postcard NFTs,1,0.11,7.69,0.0,1,0.0,12,13.0
Wannabes Music Club,1,0.11,0.04,0.0,1,0.0,855,2343.0
DD Jewelry Shop,1,0.11,10.0,0.04,1,0.04,115,10.0
Infinethum,1,0.11,1.0,0.1,1,0.1,67,100.0
Fames,1,0.11,0.33,0.005,1,0.005,124,300.0
neon bayc,1,0.11,3.03,0.08,1,0.08,19,33.0
isotile furnitures,1,0.11,21.43,0.07,3,0.21000000000000002,389,14.0
Nessies,1,0.11,0.33,0.08,2,0.16,288,598.0
THE TOKS,2,0.22,0.19,0.02,7,0.14,1236,3722.0
Super Doodz,2,0.22,2.12,0.01,15,0.15,187,706.0
Crypto Furries House,1,0.11,0.13,0.0,1,0.0,305,744.0
MISSINGPUNKS,1,0.11,0.4,0.11,1,0.11,78,250.0
CryptoHairballs,1,0.11,1.11,0.02,11,0.22,26,993.0
Daily Doodz,1,0.11,1.32,0.06,3,0.18,68,228.0
Professor Meowingtons in Space,1,0.11,0.74,0.13,1,0.13,89,136.0
Your Digital Charm 3D,1,0.11,0.5,0.07,1,0.07,84,200.0
Fridgits,1,0.11,0.31,0.029,5,0.14500000000000002,255,1591.0
Pepegremlins,1,0.11,1.23,0.0,1,0.0,79,81.0
Forever Apes Rise,1,0.11,0.8,0.05,7,0.35000000000000003,347,879.0
SuperTripNexus,1,0.11,60.0,0.35,3,1.0499999999999998,49,5.0
GizmosDayOut,1,0.11,1.27,0.0,1,0.0,79,79.0
Melancholia Lane,1,0.11,16.67,0.0,1,0.0,5,6.0
Metaburps by bullxndr,1,0.11,33.33,0.04,1,0.04,14,3.0
CANYON CASTATOR V3,1,0.11,10.0,0.0,1,0.0,10,10.0
Van Minion,1,0.11,0.98,0.1,8,0.8,328,817.0
ROOFTOPS.,2,0.22,3.95,2.8,3,8.399999999999999,64,76.0
Verisart,1,0.11,2.44,0.06,1,0.06,35,41.0
Primera by Mitchell and Yun,1,0.11,0.25,0.35,1,0.35,229,400.0
Gremlins X Brinkman,1,0.11,1.39,0.0,1,0.0,72,72.0
Creepy Creams: Alpha Wave,2,0.22,0.13,0.24,2,0.48,422,1510.0
Genzee,1,0.11,0.01,0.08,1,0.08,3191,9948.0
INSTITUT,1,0.11,1.1,10.0,1,10.0,30,91.0
The Fadogizmo Collection,1,0.11,1.33,0.0,1,0.0,75,75.0
Common Ground by Scott Strazzante,1,0.11,1.67,0.2,1,0.2,9,60.0
Pancho and Moncho,2,0.22,3.77,0.05,8,0.4,105,212.0
Astraglade-v0,1,0.11,2.33,0.05,1,0.05,42,43.0
Gone to Mars [OLD CONTRACT] - Please send your tokens back to the contract,1,0.11,2.7,0.25,1,0.25,16,37.0
blank_cards,1,0.11,100.0,1.0,1,1.0,36,1.0
Non Fungible Toys,1,0.11,100.0,0.0,1,0.0,50,1.0
SuperTripShorts,1,0.11,33.33,0.0,1,0.0,3,3.0
Sevens Genesis Grant,1,0.11,0.58,1.0,1,1.0,147,173.0
JOYWORLD JOYs,1,0.11,0.77,77.0,1,77.0,53,130.0
Black@ Community,1,0.11,14.29,0.0,1,0.0,95,7.0
Lucky Lion Club Official (LLC),1,0.11,0.07,0.11,3,0.33,2512,4000.0
BAD SHADOW,1,0.11,0.25,0.03,1,0.03,193,395.0
Evolution of Gangland,1,0.11,1.89,0.2,1,0.2,95,53.0
The Rug  Issue 4,1,0.11,5.26,0.0,1,0.0,19,19.0
Untitled Collection #34593521,1,0.11,50.0,0.0,1,0.0,2,2.0
The Daily Gwei - 1 Year Anniversary NFT,2,0.22,0.82,0.14,3,0.42000000000000004,308,365.0
Space Birds by Mark Cotton,2,0.22,4.26,0.55,2,1.1,41,47.0
3dMoloch,1,0.11,1.44,0.43,2,0.86,75,139.0
LARP Comic NFT,1,0.11,2.0,0.0,1,0.0,11,50.0
Beacon Book Crowdfund NFT,1,0.11,2.94,0.9,1,0.9,34,34.0
TheNFT Project,1,0.11,1.85,0.08,10,0.8,102,542.0
Curio Remix 3,1,0.11,50.0,2.69,1,2.69,50,2.0
the Greatest LARP - Moloch Bot Statue,1,0.11,20.0,0.0,1,0.0,4,5.0
Moloch V3,1,0.11,0.91,0.74,2,1.48,120,220.0
rwx stamps,1,0.11,33.33,0.0,1,0.0,20,3.0
3dEthBot,1,0.11,3.03,1.5,3,4.5,74,99.0
NFThemes - by NFThings,1,0.11,4.35,0.0,1,0.0,18,23.0
Eth Bot Statue,1,0.11,20.0,15.0,1,15.0,4,5.0
Curio Remix 2,1,0.11,100.0,2.5,2,5.0,69,2.0
noun poems,1,0.11,2.38,5.0,1,5.0,26,42.0
Meltwater Champions Chess Tour 2021,1,0.11,3.33,0.025,1,0.025,33,30.0
SamuraiDoge,1,0.11,0.04,0.04,2,0.08,1274,5619.0
Curio Remix 1,1,0.11,50.0,1.0,2,2.0,46,4.0
The Avatar Project Official,1,0.11,0.53,0.5,1,0.5,103,187.0
RW exes - an avatar graveyard & webcomic,1,0.11,6.45,133.7,2,267.4,17,31.0
CryptoChess - Chessmasters,1,0.11,0.8,0.02,1,0.02,36,125.0
CryptoLeos,1,0.11,0.1,0.07,1,0.07,336,1000.0
WEEB3,1,0.11,6.45,1.0,2,2.0,48,31.0
BEEPLE - THE 5000 DAYS COLLECTION,1,0.11,0.84,32.0,1,32.0,104,119.0
HEEEEEEEEEEE,1,0.11,100.0,0.0,1,0.0,1,1.0
The Block Times,1,0.11,7.94,0.35,5,1.75,218,63.0
pplpleasr,1,0.11,0.69,1.12,1,1.12,138,145.0
Rach Stewart Visual Journey - Foundation Gallery,1,0.11,100.0,0.0,1,0.0,1,1.0
City-TEXTURED by Omar Z. Robles,1,0.11,4.0,0.0,1,0.0,16,25.0
My Comic Manifolds,1,0.11,11.11,0.0,1,0.0,8,9.0
Mail Room by Vinnie Hager,1,0.11,50.0,150.0,1,150.0,24,2.0
Soul  Shapes,1,0.11,11.11,0.0,1,0.0,6,9.0
Some Kind of Heavenly Fire,1,0.11,3.12,0.0,1,0.0,21,32.0
Aerial Variance,1,0.11,3.33,0.07,1,0.07,18,30.0
Santa Maria de las Rocas,1,0.11,1.99,0.25,3,0.75,14,151.0
FLUORESCENT DEATH by JakNFT,1,0.11,5.0,0.5,1,0.5,14,20.0
Reyrrelliens,1,0.11,1.0,0.3,1,0.3,61,100.0
Water element by iurie,1,0.11,8.0,1.4,2,2.8,16,25.0
Analog Portraits,1,0.11,2.27,0.14,1,0.14,6,44.0
JPEG by Travis LeRoy Southworth,1,0.11,4.17,0.4,1,0.4,17,24.0
The Collectibles - Constructed,1,0.11,5.0,0.25,1,0.25,17,20.0
bitGANgs,1,0.11,12.5,6.0,1,6.0,8,8.0
gloot (grocery loot),1,0.11,10.0,0.008,1,0.008,3,10.0
Bard's Freaky Faces,1,0.11,2.0,0.2,1,0.2,37,50.0
Aped Out Yachts,1,0.11,2.0,0.0,2,0.0,22,100.0
Kaido - Waves,1,0.11,3.7,9.69,1,9.69,23,27.0
Giorgiko Limited Editions,1,0.11,100.0,0.0,1,0.0,1,1.0
RAM's Selected Ambient Renders,1,0.11,50.0,0.0,1,0.0,2,2.0
Auston Matthews x The 34 Collection,1,0.11,0.93,1.0,1,1.0,55,107.0
FingerPunks NFT,1,0.11,2.46,0.0025,3,0.0075,60,122.0
FingerPunks,1,0.11,2.0,0.025,1,0.025,40,50.0
100 Grumpy Animals by Beast Flaps,1,0.11,2.0,0.01,2,0.02,29,100.0
RugBurn,1,0.11,0.1,0.83,1,0.83,773,999.0
Arcus by Rik Oostenbroek,1,0.11,2.5,19.0,1,19.0,31,40.0
LlamaBoost,1,0.11,50.0,0.88,1,0.88,1562,2.0
Pork1984 | Genesis,1,0.11,0.14,0.01,10,0.1,2348,6979.0
Stonkies,1,0.11,0.91,0.17,1,0.17,68,110.0
Angry Pitbull Club,1,0.11,0.03,0.14,3,0.42000000000000004,5278,10000.0
ogdoad Collection,1,0.11,100.0,5.0,1,5.0,1,1.0
COACHK - CLUB,1,0.11,50.0,0.2,1,0.2,351,2.0
Author Me,1,0.11,57.14,0.2,4,0.8,4,7.0
Monster Mobs,1,0.11,37.07,0.05,43,2.15,21,116.0
Drifter Cards,1,0.11,80.56,0.05,58,2.9000000000000004,5,72.0
F1® Delta Time,1,0.11,0.01,0.0,3,0.0,1746,40395.0
MF,1,0.11,0.04,0.01,1,0.01,339,2385.0
Doge Army by ShibaDoge,1,0.11,0.01,0.13,1,0.13,2005,10000.0
The CryptoSaints,1,0.11,0.19,0.01,4,0.04,744,2130.0
cryptopainter,1,0.11,2.94,2.22,1,2.22,81,34.0
Nomad Blvd | Collectibles,1,0.11,100.0,0.14,1,0.14,232,1.0
Cosmic Mutants,1,0.11,0.2,0.09,2,0.18,697,1000.0
Mazur's 13,1,0.11,100.0,0.01,1,0.01,444,1.0
REMIX! Rewards,1,0.11,100.0,0.1,1,0.1,118,1.0
Ruby Mazur Lips,1,0.11,0.05,0.05,1,0.05,687,2155.0
elfDAO NFT,1,0.11,3.85,0.0,1,0.0,26,26.0
Toy Mories,1,0.11,0.35,0.08,1,0.08,223,285.0
camoufly,1,0.11,1.82,0.22,1,0.22,49,55.0
TOMI MUSIC,2,0.22,4.0,0.19,2,0.38,45,50.0
Metaclubbers,1,0.11,0.03,0.1,2,0.2,3648,5998.0
metaPengus,1,0.11,0.89,0.01,6,0.06,377,677.0
Typical Tigers,1,0.11,0.08,0.05,3,0.15000000000000002,1558,3900.0
Molten Mories,1,0.11,3.57,0.1,1,0.1,15,28.0
gmdegens,1,0.11,0.17,0.03,1,0.03,249,577.0
#ARTCATS,1,0.11,1.0,0.8,1,0.8,52,100.0
HODL Hands Official,1,0.11,5.04,0.003,34,0.10200000000000001,170,674.0
Isabelle Gorilla,1,0.11,9.09,0.2,1,0.2,69,11.0
Wes Henry,1,0.11,1.18,0.24,1,0.24,325,85.0
Midnight Munchies,1,0.11,3.1,0.01,25,0.25,349,806.0
Hash Garage Specials,1,0.11,0.99,0.05,1,0.05,63,101.0
Ragdollz,1,0.11,0.06,0.03,1,0.03,717,1558.0
CryptoVenus,1,0.11,0.28,0.08,3,0.24,381,1058.0
Editions X Tylersjourney,1,0.11,100.0,0.15,1,0.15,72,1.0
BlackPixar Collection,1,0.11,100.0,0.0,1,0.0,1,1.0
Piano King NFT,1,0.11,0.05,0.15,1,0.15,838,2000.0
Tin-Tin paintings : The dragon series,1,0.11,14.29,1.44786,1,1.44786,3,7.0
Satisfy Digital Collectibles,1,0.11,4.35,0.0,1,0.0,26,23.0
PupperNFT,1,0.11,4.44,0.0,2,0.0,15,45.0
Skinned Alive,1,0.11,0.79,0.45,1,0.45,52,127.0
LaCollection - Katsushika Hokusai - The British Museum,1,0.11,0.05,0.1,1,0.1,574,2104.0
Dogs of Discord,1,0.11,4.0,0.07,1,0.07,18,25.0
Ledger Hackathon Summer 2021,1,0.11,1.15,1.0,1,1.0,49,87.0
Moonbeam Collection,1,0.11,8.0,0.0,2,0.0,19,25.0
Space Holiday 2021,1,0.11,100.0,0.0,1,0.0,23,1.0
Pass the Baton,1,0.11,0.08,0.05,2,0.1,497,2607.0
Bartendr Special Reserve,1,0.11,20.0,0.0,1,0.0,4,5.0
Cocktails 101,1,0.11,4.62,0.05,3,0.15000000000000002,27,65.0
The Nation Has Spoken,1,0.11,2.63,0.02,3,0.06,6,114.0
Monster Bricks,1,0.11,6.67,0.02,1,0.02,134,15.0
StixkTok Collector Customs,1,0.11,8.33,0.19,1,0.19,12,12.0
Hand Drawn NFTs - StixkTok,1,0.11,0.56,0.05,2,0.1,103,358.0
FreakBalls,1,0.11,0.93,0.08,2,0.16,112,214.0
SinCityFreaks,1,0.11,0.32,0.02,2,0.04,202,629.0
Our Black is Beautiful,1,0.11,20.0,0.0,1,0.0,5,5.0
AllStarFreaks,1,0.11,1.69,0.17,12,2.04,256,708.0
Untitled Collection #949453,1,0.11,0.0,0.0,0,0.0,0,0.0
vech.io,1,0.11,0.24,0.03,3,0.09,482,1255.0
Holey People,1,0.11,6.67,1.0,5,5.0,38,75.0
House of Warlords Artifact,1,0.11,0.92,0.135,1,0.135,63,109.0
House of Warlords,1,0.11,0.03,0.04,1,0.04,874,3357.0
Alchemech V2,1,0.11,0.38,0.16,1,0.16,262,262.0
Asterope,1,0.11,7.14,0.05,3,0.15000000000000002,22,42.0
Symmetry.Sunflower,1,0.11,100.0,0.0,4,0.0,1,4.0
Ferrum,1,0.11,0.81,0.01,2,0.02,137,247.0
Flower Spin,1,0.11,57.14,0.0,4,0.0,4,7.0
Pluma (SI),1,0.11,4.64,0.02,7,0.14,78,151.0
CREATUR3S,1,0.11,9.09,0.0,3,0.0,20,33.0
Live Geometric Art,1,0.11,25.0,0.2,3,0.6000000000000001,9,12.0
Absurd Arboretum - FIREWORKS,1,0.11,0.9,0.01,3,0.03,229,333.0
DirtyBusiness,1,0.11,5.08,0.0,3,0.0,33,59.0
Nfinite for N,1,0.11,0.6,0.01,3,0.03,202,502.0
Generative Fingerprints,1,0.11,6.87,0.07,9,0.6300000000000001,78,131.0
Fluid Forms,1,0.11,0.84,0.01,4,0.04,221,474.0
SpinCycle,1,0.11,0.8,0.0,4,0.0,216,500.0
RIBONZ: Infinity,1,0.11,8.41,0.0,26,0.0,156,309.0
Curvy Dancers,1,0.11,2.6,0.03,5,0.15,94,192.0
RUN3S,1,0.11,2.0,0.0,1,0.0,33,50.0
Pythagorean Weapons,1,0.11,1.76,0.0,15,0.0,364,850.0
Glitched Worms,1,0.11,0.61,0.003,3,0.009000000000000001,245,495.0
Wormholes V2,1,0.11,4.12,0.03,7,0.21,93,170.0
Perpetuation,1,0.11,1.17,0.04,6,0.24,237,512.0
VOYAGERZ,1,0.11,2.93,0.0,17,0.0,221,581.0
Sky Garden,1,0.11,5.88,1.0,1,1.0,13,17.0
EDG3S,1,0.11,2.17,0.02,1,0.02,108,46.0
Cyclical Project,2,0.22,0.3,0.01,3,0.03,433,1000.0
p project,1,0.11,1.2,0.0,3,0.0,174,249.0
Nbars,1,0.11,8.82,0.03,3,0.09,18,34.0
Fragmented - by crayonz,1,0.11,0.46,0.02,1,0.02,216,217.0
Holo(N),1,0.11,4.41,0.07,3,0.21000000000000002,50,68.0
THE OVERSEERS,1,0.11,12.5,0.39,2,0.78,126,16.0
n Music,1,0.11,3.23,0.005,3,0.015,65,93.0
Nth Planet,1,0.11,5.36,0.02,3,0.06,30,56.0
Enoji,1,0.11,1.73,0.005,3,0.015,75,173.0
n Colors,1,0.11,3.85,0.02,3,0.06,45,78.0
Ge(N)erated,1,0.11,6.12,1.0,3,3.0,25,49.0
RIBONZ: Genesis,1,0.11,1.55,0.04,11,0.44,347,709.0
Out Of Space Art,1,0.11,1.39,0.025,1,0.025,10,72.0
imlosingmymind,1,0.11,1.49,0.179,2,0.358,98,134.0
Cometh Spaceships,1,0.11,0.01,0.04,1,0.04,689,11359.0
CAP - 6toj3grB6w,1,0.11,0.08,0.005,1,0.005,14,1265.0
VAPES - Vertically Flipped Apes,1,0.11,0.29,0.001,10,0.01,464,3501.0
Floor Sweeping Brooms,1,0.11,0.36,0.0,2,0.0,154,557.0
Hungry Runtz,1,0.11,0.08,0.0,5,0.0,1026,6155.0
Pop Art Dweebs,1,0.11,2.4,0.14,3,0.42000000000000004,48,125.0
Tools of Rock Albums,1,0.11,4.0,0.02,1,0.02,275,25.0
CryptoApesNFT,1,0.11,0.62,0.0,3,0.0,295,480.0
Vertex,1,0.11,0.98,0.01,3,0.03,170,305.0
Hungry Wolves,1,0.11,0.1,0.09,6,0.54,1362,6000.0
MEDIVERSE by ModestMentalist,1,0.11,2.0,0.035,1,0.035,6,50.0
Cyberlionsnft,1,0.11,0.23,0.0,3,0.0,527,1296.0
Rhonda Weast's Funky Faces,1,0.11,11.11,0.1,1,0.1,10,9.0
Emotion Check-In,2,0.22,1.98,0.12,5,0.6,131,252.0
Modesty of ID,1,0.11,1.0,0.05,1,0.05,8,100.0
Jake Nordstrum,1,0.11,1.65,0.17,2,0.34,129,121.0
XWAVE Forever,1,0.11,2.74,0.1,2,0.2,34,73.0
Adam Lister Studio,1,0.11,0.1,0.05,1,0.05,299,1000.0
FRUIT RANGERS,1,0.11,3.7,0.008,1,0.008,20,27.0
Unique Editions by Stefano Contiero,1,0.11,8.33,9.0,2,18.0,17,24.0
Frenlees,1,0.11,2.0,0.1,2,0.2,10,100.0
ART BY KEEMO,1,0.11,1.12,0.04,1,0.04,34,89.0
Sandworms by Jaime Derringer,1,0.11,25.0,0.0,1,0.0,4,4.0
The Token by L3xc,1,0.11,1.64,1.0,1,1.0,31,61.0
Crittoscatti> Artista Italiano Improvvisato,1,0.11,4.76,0.01,1,0.01,4,21.0
...the Present by Travis LeRoy Southworth,1,0.11,33.33,9.99,1,9.99,34,3.0
Universe In A Cube. Packs,1,0.11,0.14,0.04,1,0.04,255,701.0
Dverse Token,1,0.11,0.05,0.02,1,0.02,594,1909.0
MEMBER PASS,1,0.11,0.18,0.0,1,0.0,280,554.0
Ukrainians Beautiful,1,0.11,12.5,0.2,1,0.2,4,8.0
SHOOT PORTRAITS NOT PEOPLE,1,0.11,50.0,3.33,1,3.33,25,2.0
the remittance token: by karsen daily,1,0.11,100.0,0.0,1,0.0,27,1.0
Through the Looking-Glass V2,1,0.11,10.0,0.0,1,0.0,2,10.0
Segmented Portraits,1,0.11,2.5,0.2,2,0.4,54,80.0
RandyLahee Collection,1,0.11,50.0,0.0,1,0.0,2,2.0
Sleight Of Hand,1,0.11,4.55,0.25,1,0.25,16,22.0
Degenz Den,1,0.11,0.3,0.0489,1,0.0489,155,333.0
Gerygrietss Thanks stamp collection,1,0.11,16.67,0.0,1,0.0,14,6.0
A Man with No Mask,1,0.11,100.0,0.0,1,0.0,29,1.0
ThankYouX TRACKING,1,0.11,100.0,2.9,1,2.9,98,1.0
Sketchbook - BpJZbfunPh,1,0.11,11.11,0.0,2,0.0,11,18.0
GHOST STORIES || BY DECLAN RMC,1,0.11,7.14,0.3,1,0.3,14,14.0
007 Bond Soiree,1,0.11,2.38,0.5,1,0.5,41,42.0
A Different Light,1,0.11,3.33,0.5,1,0.5,7,30.0
AshleyStrongarm Collection,1,0.11,100.0,0.0,1,0.0,1,1.0
Collecting Hands Cards,1,0.11,6.67,0.0,2,0.0,24,30.0
Collection 1: The Early Years,1,0.11,5.26,0.094,1,0.094,14,19.0
Collecting Hands,1,0.11,6.67,1.0,2,2.0,23,30.0
Faceless Business Club,1,0.11,0.29,0.005,1,0.005,144,350.0
My Inner Tree,1,0.11,3.45,0.01,1,0.01,42,29.0
BoredDegens,1,0.11,0.39,0.0,2,0.0,222,514.0
Bored Degen Crypto Arcade Official,1,0.11,0.18,0.01,2,0.02,423,1101.0
Journey to the west OG,1,0.11,50.0,0.02,1,0.02,244,2.0
Scottish Landscapes Volume 1,1,0.11,80.0,0.1,4,0.4,2,5.0
Bodyguard,1,0.11,0.76,0.01,1,0.01,69,131.0
Mutant Anatomy Science Ape Club,1,0.11,0.01,0.01,1,0.01,5848,16000.0
Pixie Jars,1,0.11,0.04,0.02,2,0.04,1649,5000.0
Tylersjourney Editions,1,0.11,9.09,0.05,1,0.05,65,11.0
Friendly Reminders,1,0.11,4.35,0.7,1,0.7,22,23.0
Murder Doodles,1,0.11,0.81,0.07,1,0.07,63,124.0
Mikey Tees Art,1,0.11,80.0,0.255,4,1.02,1,5.0
Lucky Lighting,1,0.11,50.0,0.369,1,0.369,2,2.0
Beatnik Tiki Tribe,2,0.22,0.06,0.02,3,0.06,1550,4998.0
Beauty in Dreamland,1,0.11,6.1,0.0439,5,0.2195,28,82.0
Bored Ape Homies Club,1,0.11,1.32,0.01,1,0.01,111,76.0
Abstract of the Day,1,0.11,1.28,0.15,2,0.3,73,156.0
Pirate Treasure Booty Club,1,0.11,0.02,0.01,1,0.01,1726,4946.0
Fractal Art,1,0.11,0.33,0.02,1,0.02,200,300.0
SaltDAO V2,1,0.11,100.0,0.5,1,0.5,77,1.0
Salt & Satoshi - Genesis Salt Season,1,0.11,5.0,3.5,2,7.0,25,40.0
Rare Liquid Society,1,0.11,0.4,0.35,4,1.4,125,1000.0
Sno Demon,1,0.11,0.16,0.04,4,0.16,886,2496.0
Wonder Folk,1,0.11,1.89,0.1,2,0.2,40,106.0
Characters (for games),1,0.11,0.23,0.0,3,0.0,273,1299.0
ASCII Cows,1,0.11,1.18,0.09,1,0.09,46,85.0
Nemesis Grid,1,0.11,0.6,0.05,3,0.15000000000000002,300,500.0
Shadow People,1,0.11,0.38,0.15,2,0.3,199,525.0
The Lost Fleas,1,0.11,12.5,0.07,2,0.14,10,16.0
Catharsis X Fame Lady Squad,1,0.11,0.33,0.07,2,0.14,254,599.0
Roo Troop,1,0.11,0.05,0.15,3,0.44999999999999996,2175,5503.0
Cosmodinos Alpha,1,0.11,0.34,0.19,3,0.5700000000000001,459,888.0
MattPaulson Collection,1,0.11,100.0,0.0,1,0.0,1,1.0
Fierce NFTs,1,0.11,0.39,0.04,14,0.56,1122,3585.0
Jolly Elves,1,0.11,0.84,0.01,5,0.05,358,594.0
