name,owners_with_asset_in_project,percent_of_owners_with_asset_in_project,percent_owned,project_floor,total_assets_owned,total_project_floor,total_num_owners,total_supply
ShroomBits (ETH),1,0.11,0.22,0.02,2,0.04,244,890.0
OnlyOnePixel,1,0.11,0.1,0.07,1,0.07,310,1024.0
Aurora reflections,1,0.11,4.0,0.15,1,0.15,11,25.0
Matthew Chaim,1,0.11,1.82,0.86,1,0.86,43,55.0
Dizzy Demons,1,0.11,0.06,0.02,1,0.02,556,1741.0
CryptoLuchos,1,0.11,0.34,0.05,1,0.05,108,298.0
Memoralized Tweets,1,0.11,100.0,0.025,1,0.025,1,1.0
"The Waq Waq Island Manuscript Jason Seife Capstone ""Al Shajara""",1,0.11,4.0,3.0,1,3.0,25,25.0
Fractal Musings,1,0.11,100.0,0.1,7,0.7000000000000001,1,7.0
Dood (for dudes),1,0.11,3.33,1.0,1,1.0,21,30.0
The Waq Waq Island Manuscript,2,0.22,133.33,0.1,8,0.8,211,6.0
[deprecated] genwatch v1,1,0.11,0.96,0.1,1,0.1,55,104.0
RPGHeroes by RPGChain.com,1,0.11,0.56,0.3,1,0.3,116,179.0
DRM - Dont Rug Me - Cryptocurrency CCG Official Cards,1,0.11,1.52,0.01,3,0.03,1531,197.0
FUD.finance Meme Token,1,0.11,11.76,0.03,2,0.06,330,17.0
cesarq Collection,1,0.11,0.0,0.0,0,0.0,0,0.0
Encircle,1,0.11,6.67,0.4,1,0.4,12,15.0
Cosmic Vapor,1,0.11,5.0,0.05,1,0.05,4,20.0
Planisphere,1,0.11,1.85,0.11,1,0.11,30,54.0
Yazid Experimentals,1,0.11,25.0,0.0,1,0.0,3,4.0
The Weeknd x Strangeloop Studios,3,0.33,0.08,0.08,3,0.24,674,3766.0
CryptoCheems,1,0.11,2.0,10.0,1,10.0,35,50.0
Anime Punks,1,0.11,0.1,0.06,1,0.06,326,1000.0
odious,2,0.22,1.71,0.6,2,1.2,102,117.0
Gem,1,0.11,0.43,0.1,1,0.1,179,232.0
Creations By Aaron Ricketts,1,0.11,2.5,0.5,1,0.5,38,40.0
Chad Knight,1,0.11,0.44,0.12,2,0.24,61,454.0
Mxnsters,2,0.22,8.7,0.0,2,0.0,22,23.0
IMAGINARY GANG,2,0.22,0.9,1.0,2,2.0,68,222.0
Sidenoun,1,0.11,0.1,0.02,2,0.04,476,2037.0
The Lxve Club,1,0.11,25.0,0.03,1,0.03,77,4.0
After Art,1,0.11,2.86,0.75,2,1.5,44,70.0
Intergalactic Skeles,1,0.11,1.49,0.02,1,0.02,41,67.0
WE ARE THE 51,1,0.11,0.8,0.2,2,0.4,93,251.0
Mindful Fox,2,0.22,2.63,0.01,7,0.07,102,266.0
watercolor illustration,1,0.11,7.69,0.0,1,0.0,4,13.0
Graffiti Bored Ape Yacht Club,1,0.11,0.5,0.08,1,0.08,69,202.0
Jasper York Studio Collection,1,0.11,2.63,0.05,1,0.05,93,38.0
Adam's Coding Tokens,1,0.11,100.0,1.0,1,1.0,22,1.0
NFT The Hustlers of Wall Street,1,0.11,0.02,0.04,1,0.04,2155,4444.0
Humble Cubicles,1,0.11,1.0,0.09,1,0.09,25,100.0
Endless Bodegon,1,0.11,1.28,0.24,1,0.24,172,78.0
Enso Water Paintings,1,0.11,1.0,0.05,1,0.05,93,100.0
FemKevins,1,0.11,0.23,0.0,1,0.0,178,443.0
OverHyped Pandas Official,1,0.11,0.2,0.07,1,0.07,377,500.0
Exoplanets: Beyond the 4001,1,0.11,0.12,0.001,2,0.002,396,1649.0
Cyber Fox NFT,1,0.11,0.01,0.01,1,0.01,59,10001.0
Exoplanets: The 4001 Project.,1,0.11,0.05,0.04,2,0.08,861,3989.0
CryptoGogoMovedToPolygon,1,0.11,0.27,0.1,2,0.2,195,739.0
Slimes Art,1,0.11,25.0,0.009,1,0.009,283,4.0
AI IN SPACE COLLECTION,1,0.11,3.85,0.01,1,0.01,6,26.0
Paper Vibes,1,0.11,3.7,8.88,1,8.88,22,27.0
Haylos,1,0.11,0.36,0.08,1,0.08,253,276.0
Recon Rams,1,0.11,0.02,0.09,1,0.09,1812,4246.0
ZeFalseShepherd Collection,1,0.11,100.0,0.0,1,0.0,1,1.0
Ledger Series C,2,0.22,100.0,0.0,2,0.0,26,2.0
META by John Monkman,1,0.11,10.2,0.065,5,0.325,9,49.0
Canticos-Club by Encantos,1,0.11,3.57,0.275,10,2.75,93,280.0
CryptoMonster Lab Official,1,0.11,2.74,0.04,20,0.8,183,730.0
Jeffrey Milstein - Aircraft,1,0.11,6.0,0.0,3,0.0,13,50.0
David Brandon Geeting - Amusement Park,1,0.11,5.56,0.0,2,0.0,9,36.0
FlipGona,1,0.11,100.0,0.0,1,0.0,14,1.0
TheFlip,1,0.11,100.0,0.0,1,0.0,41,1.0
JOE'Z,1,0.11,0.23,0.09,1,0.09,152,431.0
9021 - Les Generatives & Fine Arts,1,0.11,12.2,0.25,5,1.25,23,41.0
Honorary CryptoMonsters,1,0.11,10.0,0.0,1,0.0,8,10.0
The Viking Club,1,0.11,1.68,0.06,6,0.36,181,357.0
CryptoMonster Warriors,1,0.11,3.0,0.5,3,1.5,46,100.0
FlemiCollection,1,0.11,0.4,0.04,2,0.08,110,500.0
Aurora IV by ge1doot,3,0.33,3.91,2.4,5,12.0,86,128.0
Punk Coupons,1,0.11,3.7,0.0,1,0.0,4,27.0
Above Us Only Sky - Collectors' Editions,1,0.11,20.0,0.3,1,0.3,15,5.0
LIFE / BY MATT SZCZUR,1,0.11,4.0,2.22,1,2.22,20,25.0
layla360 Watercolor collection,1,0.11,28.57,0.03,2,0.06,2,7.0
Bryce Young,2,0.22,0.99,0.06,6,0.36,144,605.0
Golden Token: Rituals Venice,1,0.11,0.5,3.98,1,3.98,7,200.0
Karlitober 2020,1,0.11,6.67,0.13,1,0.13,14,15.0
Above Us Only Sky by Dipanjan Pal,1,0.11,2.5,0.8,1,0.8,31,40.0
Multiverse of Mushrooms,1,0.11,0.4,0.005,2,0.01,134,500.0
Green World by Chad Torkelsen,1,0.11,11.67,1.0,7,7.0,38,60.0
CryptoMonkeyKing,1,0.11,0.27,0.004,9,0.036000000000000004,389,3382.0
Omar Z. Robles - PDAs NYC,1,0.11,5.0,1.0,2,2.0,24,40.0
Discord Floor Bot,1,0.11,10.0,0.25,1,0.25,10,10.0
Custom Made Uto's,1,0.11,5.88,100.0,1,100.0,17,17.0
UtoBits,1,0.11,0.22,0.06,1,0.06,88,463.0
Salvajes,1,0.11,6.45,0.15,2,0.3,7,31.0
PunKit,1,0.11,8.51,0.1,4,0.4,19,47.0
Glyph Punks,1,0.11,20.11,0.04,72,2.88,149,358.0
Robbie Trevino x deadmau5,1,0.11,1.08,1.3,2,2.6,21,185.0
Tribute: CryptoPunks.,1,0.11,16.67,0.0,1,0.0,6,6.0
NFT Names,1,0.11,0.04,0.01,1,0.01,72,2540.0
The Time Travelling Hipster,1,0.11,1.0,0.5,1,0.5,7,100.0
NyanPunks,1,0.11,1.01,0.02,1,0.02,58,99.0
Punkassos,2,0.22,2.88,0.3,4,1.2,92,139.0
CryptoFlags - Official 196,1,0.11,0.51,0.5,1,0.5,6,196.0
RETROCRYPTOTERMINALS,1,0.11,100.0,0.0,1,0.0,5,1.0
Larva Blobs,1,0.11,8.33,0.0,1,0.0,12,12.0
Lisa Fogarty,1,0.11,3.7,0.85,1,0.85,24,27.0
{AI Portraits},1,0.11,5.88,0.1,1,0.1,3,17.0
PixelBix,1,0.11,3.85,0.03,1,0.03,33,26.0
Punk Revolution,1,0.11,6.25,0.4,1,0.4,13,16.0
100 Calaveritas,1,0.11,5.56,0.1,5,0.5,38,90.0
SNKR Cards,1,0.11,1.67,0.02,1,0.02,96,60.0
CryptoClimates,1,0.11,1.1,1.6,2,3.2,91,182.0
13,1,0.11,2.86,0.5,1,0.5,32,35.0
Ninety7 Collection,1,0.11,50.0,0.0,1,0.0,2,2.0
Outlaw Dogs,1,0.11,0.14,0.08,1,0.08,186,727.0
BE..DO..HAVE,2,0.22,8.0,0.25,2,0.5,14,25.0
ASCII TOADZ,1,0.11,1.79,0.09,1,0.09,9,56.0
OTOmotors,1,0.11,0.32,0.08,4,0.32,311,1259.0
Monk Seal Monday,1,0.11,5.0,0.2,1,0.2,6,20.0
Coastal Dreaming,2,0.22,14.29,0.25,2,0.5,9,14.0
GAN Faces,2,0.22,1.12,0.02,5,0.1,237,448.0
Troposphere,1,0.11,6.25,0.5,1,0.5,14,16.0
Treasure Project,1,0.11,0.02,0.21,2,0.42,818,8999.0
ONE KYOTO,1,0.11,0.45,0.25,1,0.25,42,223.0
Creative Art Quest Raining Pixels,1,0.11,0.48,0.11,1,0.11,150,208.0
Visions of Self,1,0.11,0.39,1.0,1,1.0,115,255.0
One In Ten Thousand,1,0.11,0.02,0.0,1,0.0,4,4536.0
NOOBPUNKS NFT,1,0.11,1.05,0.01,12,0.12,264,1141.0
MegaVolt Records,1,0.11,33.33,0.07,1,0.07,74,3.0
Flamigoz,1,0.11,1.0,0.01,4,0.04,245,400.0
Dont Burn MEME,1,0.11,33.33,0.08,1,0.08,412,3.0
GENESIS IDOL,1,0.11,0.38,3.0,1,3.0,73,264.0
Guest Artist Open Edition by Mad Rabbits Riot Club,2,0.22,0.13,0.04,3,0.12,1025,2325.0
Satoshis Legions Presale Tokens,2,0.22,66.67,0.02,2,0.04,749,3.0
This Shard Does Not Exist,1,0.11,0.19,0.01,1,0.01,245,520.0
VirtualLoot,1,0.11,1.59,0.0,1,0.0,63,63.0
Traitsniffer,1,0.11,1.9,0.43,2,0.86,91,105.0
Infludenza,1,0.11,2.0,0.05,1,0.05,6,50.0
Flight Club : An Aerial Experience by Misshattan,1,0.11,3.33,0.33,1,0.33,28,30.0
PUCK gifts,1,0.11,50.0,0.2,1,0.2,2,2.0
GLUEWAVE,1,0.11,2.95,0.89,18,16.02,74,611.0
Non Fungible Frens,1,0.11,0.3,0.1,3,0.30000000000000004,377,1001.0
Milkman - Fantasia,1,0.11,100.0,0.01,1,0.01,62,1.0
AKKARA1,1,0.11,1.1,0.0048,1,0.0048,29,91.0
3D-Crusaders,1,0.11,4.34,0.0,15,0.0,114,346.0
My Banana Fucko,1,0.11,1.02,0.001,20,0.02,400,1955.0
3D Gutter Cats,1,0.11,3.33,0.05,1,0.05,19,30.0
Numbed Duck,1,0.11,4.3,0.03,15,0.44999999999999996,157,349.0
Genesis Shiba Army,1,0.11,2.01,0.6,12,7.199999999999999,73,597.0
Seed Sounds,1,0.11,100.0,0.2,1,0.2,2,1.0
MeowBits Collection,1,0.11,1.44,0.33,3,0.99,71,209.0
VoxBits,1,0.11,2.38,0.0,4,0.0,45,168.0
Crypto Minis,1,0.11,0.05,0.0,1,0.0,460,2000.0
ambatambb,1,0.11,6.25,0.5,1,0.5,16,16.0
Alisha Anglin Art,1,0.11,1.16,0.08,1,0.08,43,86.0
Mulligan,1,0.11,0.6,0.09,1,0.09,87,167.0
lush_render,1,0.11,0.48,0.015,2,0.03,276,418.0
frankxtown V2,1,0.11,1.35,0.08,2,0.16,110,148.0
CitizensOfTheOrb,1,0.11,10.53,0.05,2,0.1,17,19.0
kodone,1,0.11,0.57,0.07,1,0.07,147,174.0
johnwingfield,1,0.11,3.57,0.35,1,0.35,24,28.0
wgm_v,1,0.11,2.94,0.5,1,0.5,30,34.0
Frankie_Sutera,1,0.11,4.17,0.1,1,0.1,20,24.0
1999flyboy,1,0.11,3.62,0.01,5,0.05,84,138.0
crzikrn,1,0.11,2.59,0.3,3,0.8999999999999999,72,116.0
parrott_ism,1,0.11,1.8,0.08,2,0.16,86,111.0
Jon Burgerman,1,0.11,0.07,0.1,1,0.1,222,1455.0
Internet Things V3,1,0.11,100.0,0.0,1,0.0,1,1.0
Nifty Nanners,1,0.11,100.0,0.0,4,0.0,1,4.0
Hits Blunt Stoner Club,1,0.11,0.9,0.02,4,0.08,199,446.0
TipsyTiger Club Official,1,0.11,0.1,0.0,3,0.0,1554,3000.0
Crunchy Cows,1,0.11,0.34,0.02,2,0.04,257,595.0
ELON MUSK LICENSE,1,0.11,4.62,88.0,6,528.0,48,130.0
Barn Owlz Dino Palz,1,0.11,0.1,0.01,2,0.02,841,2014.0
Fast Food Fast Food Punks,1,0.11,1.0,0.0069,2,0.0138,8,200.0
A Tribute to Gxng Yxng,1,0.11,100.0,0.02,1,0.02,21,1.0
LINLIN Fingers Crossed,1,0.11,3.33,0.01,1,0.01,13,30.0
Rowhomes,3,0.33,2.97,2.95,3,8.850000000000001,74,101.0
ImposterPunk,1,0.11,0.56,0.0005,2,0.001,51,359.0
RAC Membership,3,0.33,1.5,0.5,3,1.5,179,200.0
abosketch,1,0.11,5.26,0.03,1,0.03,10,19.0
Thx Pxls,1,0.11,50.0,0.005,2,0.01,2,4.0
STARBOYY,1,0.11,1.89,0.02,1,0.02,39,53.0
The STARBOT Cards SET*,1,0.11,25.0,0.08,2,0.16,4,8.0
Neon Human,1,0.11,0.99,0.01,1,0.01,48,101.0
The MonstroCities,1,0.11,0.04,0.04,1,0.04,758,2694.0
RedMeaw,1,0.11,0.63,0.0045,1,0.0045,69,158.0
xoxo skull,1,0.11,0.53,0.03,1,0.03,114,188.0
Grissandy Miscellaneous,1,0.11,2.22,0.01,1,0.01,392,45.0
Chibi Doge,1,0.11,11.11,0.07,1,0.07,67,9.0
THAIGHOST,1,0.11,0.53,0.01,1,0.01,111,189.0
Plaster People.,1,0.11,1.79,0.02,1,0.02,25,56.0
Curated Meme Collection,1,0.11,16.67,0.01,1,0.01,161,6.0
elektra NFT music,1,0.11,25.0,0.05,2,0.1,13,8.0
PSYCH0FLOWERS V1,1,0.11,5.0,4.0,1,4.0,18,20.0
CopyCats,1,0.11,0.98,0.02,1,0.02,38,102.0
CryptoSamis,1,0.11,0.2,0.0,1,0.0,83,501.0
Crypto Dolphins,1,0.11,2.17,0.04,1,0.04,259,46.0
chronic hope,1,0.11,100.0,1.0,8,8.0,1,8.0
CryptoFranks NFT,1,0.11,0.4,0.01,1,0.01,145,252.0
EthBot V2,2,0.22,1.82,0.22,4,0.88,157,220.0
Scattered shoeuzi Vol. 1,1,0.11,0.12,0.0,1,0.0,204,859.0
MonsterMash,1,0.11,0.03,0.0,1,0.0,752,2943.0
Panda Fight Club,1,0.11,0.07,0.01,1,0.01,660,1383.0
yongohkim,1,0.11,6.67,0.5,1,0.5,71,15.0
DOKUROMEN,1,0.11,0.84,0.0369,2,0.0738,68,237.0
Paintings of Forgotten Souls,1,0.11,1.04,0.02,3,0.06,124,288.0
alien codex,1,0.11,1.0,0.19,2,0.38,150,200.0
Lightchronicler Collectors Bonus Editions,2,0.22,40.0,0.08,2,0.16,49,5.0
Intrepid Falls,1,0.11,1.52,0.49,1,0.49,37,66.0
Soul2Soul - Hans Kemp's Portrait Collection of 55 intimate encounters with humanity.,2,0.22,3.64,0.39,2,0.78,33,55.0
Emergence - 625YbzHS07,1,0.11,0.2,0.2,2,0.4,239,992.0
Anchor Certificates,1,0.11,1.88,0.5,3,1.5,102,160.0
Carved Tiles,1,0.11,2.0,0.15,2,0.3,59,100.0
Bikes of Burden - Hans Kemp's cult collection of 130 motorized street beasts.,2,0.22,4.62,1.49,6,8.94,54,130.0
SKULL BLOCKS X REMO,1,0.11,0.45,0.07,1,0.07,22,224.0
Imagined Color,1,0.11,2.02,0.5,2,1.0,62,99.0
Greg Mike x NGHTMRE,1,0.11,0.12,0.06,1,0.06,115,808.0
Rare Elons: The Collection,1,0.11,1.48,0.5,2,1.0,60,135.0
Rev Dan Catt's Thirteen Ghosts,1,0.11,7.69,88.0,1,88.0,11,13.0
GradGrids - Formal Recursion,1,0.11,20.0,3.5,2,7.0,8,10.0
G12,1,0.11,1.52,0.5,2,1.0,62,132.0
Cells Interlinked by Hideki Tsukamoto,1,0.11,5.56,30.0,1,30.0,14,18.0
Age of Romulus,1,0.11,40.0,0.04,2,0.08,603,5.0
Hair Monsters,1,0.11,4.0,0.0,2,0.0,14,50.0
Fluidente by Artofsoul,1,0.11,11.76,0.0,6,0.0,29,51.0
Lunar Tiger NFT,1,0.11,2.7,0.16,1,0.16,8,37.0
Krause House Genesis Tickets,1,0.11,33.33,0.0,1,0.0,3,3.0
"Peter Singer - Famine, Affluence and Morality",1,0.11,25.0,0.0,1,0.0,4,4.0
No Fun Toads,1,0.11,0.05,0.02,1,0.02,623,2157.0
Charming flowers,1,0.11,1.72,0.02,1,0.02,33,58.0
mETHLasereyes,1,0.11,0.8,0.04,1,0.04,7,125.0
Photos From My Past,1,0.11,2.99,0.01,2,0.02,34,67.0
Tales of Antarctica,1,0.11,2.0,0.1,1,0.1,7,50.0
The Elevation Project,1,0.11,33.33,0.3,1,0.3,3,3.0
the sph3res,1,0.11,0.31,0.3491873,1,0.3491873,302,323.0
ZENOYIS,1,0.11,50.0,0.0,1,0.0,2,2.0
New Land V2,1,0.11,16.67,0.0,1,0.0,6,6.0
57 Moments,1,0.11,3.51,0.25,2,0.5,44,57.0
The Banyak Islands,1,0.11,4.0,0.2,2,0.4,7,50.0
Undaunted by Lori Grace Bailey,1,0.11,5.0,2.22,1,2.22,16,20.0
MoonCatPop,1,0.11,0.31,0.05,2,0.1,129,651.0
digitalbrush1/1,1,0.11,14.29,0.0,1,0.0,7,7.0
Elements of Iceland,1,0.11,9.09,0.24,4,0.96,36,44.0
"Turn on, tune in, LOOK UP: Enchanting New Zealand Skies",1,0.11,4.0,0.25,1,0.25,12,25.0
"Melrakki, the Arctic fox",1,0.11,6.25,0.3,1,0.3,9,16.0
Rainforests Collection,1,0.11,100.0,0.0,1,0.0,1,1.0
CORE OF THE EARTH,1,0.11,25.0,10.0,1,10.0,4,4.0
Simplicity Doll,1,0.11,10.53,0.19,2,0.38,2,19.0
Into Liquid,1,0.11,3.33,5.0,1,5.0,10,30.0
fine arts by Andri Jonasson,1,0.11,2.5,0.25,1,0.25,7,40.0
l3en Collection,1,0.11,100.0,0.0,1,0.0,1,1.0
Beauty of Antarctica,1,0.11,5.0,0.25,1,0.25,2,20.0
Singapore from Below,1,0.11,4.0,0.1,1,0.1,7,25.0
The Dimensional Collection,1,0.11,3.45,0.22,1,0.22,10,29.0
Liquids 1/1,1,0.11,0.88,0.08,1,0.08,44,113.0
OSF OS,1,0.11,16.67,1.0,1,1.0,20,6.0
Abandoned Mooncats,1,0.11,20.0,137.0,1,137.0,4,5.0
VeeDao,1,0.11,0.21,0.04,5,0.2,779,2331.0
Evolved Apes Inc,1,0.11,0.05,0.02,5,0.1,4276,9981.0
Hello fam! NFT Winery,3,0.33,2.08,0.03,16,0.48,212,769.0
Hammered Dragon Winery,1,0.11,0.32,0.01,4,0.04,406,1267.0
The Bullish Bears,1,0.11,0.01,0.05,1,0.05,113,10000.0
Third Eye Apes v2,1,0.11,0.63,0.07,11,0.77,825,1752.0
Tanuki Frens,1,0.11,0.15,0.001,4,0.004,385,2620.0
The Shifters.io - Vortex Collection,1,0.11,0.84,0.02,8,0.16,657,950.0
Third Eye Apes V1,1,0.11,0.58,0.035,11,0.385,1027,1895.0
M-Token V2,1,0.11,0.41,0.0,1,0.0,25,246.0
Caboodles,1,0.11,0.08,0.01,1,0.01,713,1256.0
The Dropout Bears,1,0.11,0.28,0.01,1,0.01,182,356.0
Smart A World,1,0.11,33.33,1.5,1,1.5,322,3.0
Louis Moinet Space Revolution,1,0.11,0.1,0.24,1,0.24,563,1000.0
Exclusible Luxury District,1,0.11,0.67,9.0,1,9.0,114,150.0
Night Rider By Ronzo,1,0.11,100.0,0.05,1,0.05,86,1.0
Boars lost in Art by FogWalkerX,1,0.11,0.36,0.06,1,0.06,4,277.0
CelebrationCards,1,0.11,100.0,0.0,1,0.0,1,1.0
warrenhimself,1,0.11,100.0,0.0,1,0.0,1,1.0
Exclusible Gold Alpha,1,0.11,0.26,2.89,1,2.89,325,388.0
Schnitzel by BigJo,1,0.11,16.67,0.0,1,0.0,2,6.0
Crypto Titles,1,0.11,0.29,0.95,1,0.95,293,339.0
good morning (GMNFT),2,0.22,0.14,0.0,2,0.0,555,1411.0
Ebb and Flow Collector's Editions,1,0.11,4.76,0.4,2,0.8,30,42.0
COLOMBO GIFT,1,0.11,33.33,2.0,1,2.0,6,3.0
REDsistance Avatars Season 1,1,0.11,2.0,0.66,1,0.66,35,50.0
Dirk Just Do It,1,0.11,100.0,0.64,1,0.64,41,1.0
PopPunks,1,0.11,0.2,0.01,1,0.01,155,490.0
NFTweet,1,0.11,33.33,0.25,1,0.25,3,3.0
3D BASTARDS VAN GOGH PUNKS,1,0.11,23.08,0.29,6,1.7399999999999998,14,26.0
The Crypto Buds,1,0.11,0.88,0.002,18,0.036000000000000004,381,2040.0
GiantPunks,1,0.11,6.78,0.25,4,1.0,31,59.0
SHABANGRS,1,0.11,0.15,0.05,2,0.1,634,1314.0
Crazy Lemur Club,1,0.11,0.19,0.02,2,0.04,612,1028.0
Baby Rangers,1,0.11,1.33,0.01,3,0.03,123,226.0
Mellow Mice,1,0.11,0.39,0.02,2,0.04,273,507.0
Fabric Of Space-Time,1,0.11,8.33,0.25,1,0.25,10,12.0
Runes by Spancs,1,0.11,1.54,0.4,2,0.8,86,130.0
Wave Therapy,1,0.11,11.11,0.08,1,0.08,5,9.0
New York Chronicles,1,0.11,4.94,0.025,4,0.1,14,81.0
Fractured Cells,2,0.22,2.31,0.01,15,0.15,371,650.0
PXL CATS,1,0.11,0.39,0.05,1,0.05,160,258.0
Lost Paradise by Rizacan Kumas,1,0.11,2.86,1.0,2,2.0,44,70.0
Dr.Abstract,1,0.11,1.0,0.05,1,0.05,57,100.0
Wavelet Pools,2,0.22,2.0,0.47,2,0.94,74,100.0
Tommy Chandra Collaborations,1,0.11,50.0,0.0,1,0.0,2,2.0
Ethereal Scapes,1,0.11,4.92,0.05,3,0.15000000000000002,27,61.0
FOTO Vault,1,0.11,5.06,1.0,4,4.0,40,79.0
Tide Pools,1,0.11,11.11,0.14,4,0.56,20,36.0
3GO-8OUL,1,0.11,0.91,1.0,1,1.0,70,110.0
Sidereal,2,0.22,2.7,0.35,3,1.0499999999999998,78,111.0
Fantasy Future Collection,1,0.11,1.52,0.07,1,0.07,39,66.0
PUNK-4156,1,0.11,4.35,2.0,1,2.0,22,23.0
Filip Hodas,1,0.11,0.16,0.27,1,0.27,81,621.0
Its About the Journey,1,0.11,100.0,0.0,3,0.0,1,3.0
Urban Birds: Los Angeles,1,0.11,4.0,0.1,1,0.1,8,25.0
Aswang Experiments,1,0.11,50.0,0.05,3,0.15000000000000002,39,6.0
Layers of the Western World | Nathaniel Wise | Airdrops,1,0.11,100.0,1.0,1,1.0,20,1.0
HBD NFT,2,0.22,1.31,0.0,2,0.0,72,153.0
"Yours truly,",1,0.11,1.79,0.25,1,0.25,56,56.0
Enslaved Birth of the Cosmos,1,0.11,50.0,0.0666,1,0.0666,2,2.0
Layers of the Western World | Collection of 30 | Nathaniel Wise,1,0.11,10.0,1.0,3,3.0,20,30.0
Friends With Beanie and Pete,1,0.11,50.0,0.004,1,0.004,63,2.0
Schnitzeland,1,0.11,3.23,0.2,1,0.2,23,31.0
CryptoDrinks™,1,0.11,2.48,0.45,3,1.35,82,121.0
Alotta Voxels,1,0.11,0.43,17.77,1,17.77,54,234.0
Foundation,1,0.11,2.04,0.03,1,0.03,14,49.0
Girls Riding Things,1,0.11,0.15,0.03,5,0.15,1173,3333.0
Fas Food Cats,1,0.11,1.01,0.0,1,0.0,32,99.0
Procedural Space,3,0.33,0.09,0.02,9,0.18,1464,10000.0
Developer Icons,1,0.11,0.8,0.0,2,0.0,124,251.0
Memories of CryptoFreaks,1,0.11,0.4,0.2,1,0.2,148,250.0
AI MasterPieces,1,0.11,2.0,0.1,2,0.2,57,100.0
Enjin,1,0.11,0.0,0.0,1,0.0,57369,177333.0
Voxxt Primal,1,0.11,0.08,0.02,2,0.04,526,2498.0
ZombieTadpolez,1,0.11,0.08,0.0,1,0.0,476,1249.0
The Fast Food Squiggles,1,0.11,20.0,0.15,1,0.15,5,5.0
The Architect Mind Collab House,1,0.11,5.88,0.2,1,0.2,53,17.0
Metavaders,1,0.11,0.06,0.01,1,0.01,595,1664.0
Untitled Collection #18963111,1,0.11,100.0,0.0,1,0.0,1,1.0
Super Ordinary Villains - SOV,1,0.11,0.08,0.11,4,0.44,2455,5300.0
BlueWallet,1,0.11,0.32,0.1,1,0.1,192,316.0
WEEDGANG.GAME - STRAIN,3,0.33,0.18,0.08,11,0.88,1662,6000.0
Delinquentz!,1,0.11,0.06,0.02,2,0.04,1167,3586.0
TheMintPass,1,0.11,0.08,0.08,2,0.16,1363,2500.0
The MetaPortal,1,0.11,100.0,0.3,1,0.3,963,1.0
WEEDGANG.GAME - PLOT,2,0.22,200.0,0.14,2,0.28,719,1.0
We>Them: Society of Rebels,1,0.11,0.6,0.04,6,0.24,702,999.0
MoonFighter Masks,1,0.11,0.49,0.01,3,0.03,106,610.0
Samantha Sanchez X Budweiser Royalty,1,0.11,0.23,0.03,1,0.03,339,444.0
LULU X Budweiser Royalty,1,0.11,0.46,0.01,2,0.02,338,432.0
Fase Yoda X Budweiser Royalty,1,0.11,0.22,0.04,1,0.04,349,457.0
MechArcade: The Lost Metal Alliance,2,0.22,0.36,0.02,6,0.12,638,1667.0
Buidlverse,1,0.11,1.43,0.0,40,0.0,283,2792.0
DirtyPanties Season 0,1,0.11,1.43,1.19,1,1.19,69,70.0
Coffee Junkie Club,1,0.11,100.0,0.0,2,0.0,1610,2.0
Lil Baby Doodles,1,0.11,0.28,0.0,4,0.0,360,1432.0
MetaMob.io Launch Pass,1,0.11,1.01,1.49,2,2.98,86,199.0
Lawless Lemmings,1,0.11,0.13,0.0,1,0.0,359,763.0
our couch,2,0.22,0.05,0.0,2,0.0,1236,4444.0
Dope Dinos Official,1,0.11,0.45,0.005,1,0.005,97,220.0
The CryptoFoodies,1,0.11,0.52,0.0,2,0.0,63,383.0
Cloutopoly Super Rares,1,0.11,5.26,0.0,1,0.0,11,19.0
WHALEZ,1,0.11,0.99,0.01,1,0.01,97,101.0
Dogerun,1,0.11,50.0,0.04,1,0.04,173,2.0
Rob Secades,1,0.11,1.67,0.99,1,0.99,26,60.0
Colorverse Founder Tokens,1,0.11,0.71,0.19,1,0.19,97,141.0
Colorverse Tokens RGB,3,0.33,0.47,0.01,18,0.18,700,3811.0
Bourque,1,0.11,2.94,0.02,1,0.02,54,34.0
Mintify Inc,1,0.11,0.67,0.24,2,0.48,222,298.0
Bodega Cat Club,1,0.11,3.33,1.2,1,1.2,23,30.0
BRAiN VOMiT DooDLES,2,0.22,1.89,0.17,2,0.34,104,106.0
Lucky Goat,1,0.11,0.2,0.02,3,0.06,1081,1495.0
The Superpixel Bored Ape Club,1,0.11,3.19,0.0009,13,0.0117,210,408.0
Mad Meerkat Burrow,1,0.11,0.64,1.0,5,5.0,398,777.0
DinoPunksNFT,1,0.11,1.25,0.01,5,0.05,260,400.0
Poor Apes,1,0.11,0.5,0.0001,1,0.0001,48,200.0
Untitled Collection #80107252,1,0.11,50.0,0.0,1,0.0,3,2.0
CryptoPunk Dragons,1,0.11,0.13,0.018,1,0.018,52,777.0
The Last Raptor,1,0.11,0.1,0.24,2,0.48,1070,1923.0
Santametti,1,0.11,0.33,0.02,1,0.02,123,307.0
Baby Monkes,1,0.11,0.15,0.02,1,0.02,326,667.0
Pettametti,1,0.11,1.52,0.13,4,0.52,156,264.0
Ethalien,1,0.11,0.01,0.12,1,0.12,1862,7500.0
Venice - uwOdbL4f9Z,1,0.11,100.0,0.0,1,0.0,1,1.0
Jack collection,1,0.11,33.33,0.5,1,0.5,19,3.0
Pixlton Car Club,2,0.22,0.12,0.01,5,0.05,752,4007.0
